id,year,sex,age,mass,survival,reproduction,fitness,StMass,mother
CN14-074,2015,Female,A,47,0,4,4,1.54403498460021,CN13-063
CN14-075,2014,Female,A,32,0,3,3,0.0988173272051659,CN12-035
CN14-076,2014,Male,J,23,0,0,0,-0.768313267231862,CN13-119
CN14-077,2014,Male,J,30,1,0,2,-0.093878360447507,CN13-119
CN14-077,2015,Male,A,46,0,1,1,1.44768714077388,CN13-119
CN14-078,2014,Female,J,30,0,0,0,-0.093878360447507,CN13-055
CN14-079,2014,Female,J,26,1,0,2,-0.479269735752853,CN12-045
CN14-079,2015,Female,A,41,0,0,0,0.965947921642194,CN12-045
CN14-080,2014,Female,J,28,1,0,2,-0.28657404810018,CN13-057
CN14-080,2015,Female,A,44,0,1,1,1.2549914531212,CN13-057
CN14-081,2014,Male,J,26,0,0,0,-0.479269735752853,CN13-057
CN14-082,2014,Female,J,21,1,0,2,-0.961008954884535,CN13-016
CN14-082,2015,Female,A,33,0,1,1,0.195165171031502,CN13-016
CN14-084,2014,Female,J,23,1,0,2,-0.768313267231862,CN13-016
CN14-084,2015,Female,A,31,0,0,0,0.00246948337882945,CN13-016
CN14-085,2014,Male,J,31,0,0,0,0.00246948337882945,NA
CN14-086,2014,Female,J,27,0,0,0,-0.382921891926516,CN13-016
CN14-087,2014,Female,J,29,1,0,2,-0.190226204273843,NA
CN14-087,2015,Female,A,46,0,2,2,1.44768714077388,NA
CN14-088,2014,Female,J,26,1,0,2,-0.479269735752853,CN13-015
CN14-088,2015,Female,A,38,0,0,0,0.676904390163184,CN13-015
CN14-089,2014,Female,J,25,1,0,2,-0.575617579579189,CN12-033
CN14-089,2015,Female,A,37,0,0,0,0.580556546336848,CN12-033
CN14-090,2014,Female,J,24,1,0,2,-0.671965423405526,CN13-114
CN14-090,2015,Female,A,28,0,1,1,-0.28657404810018,CN13-114
CN14-091,2014,Female,J,29,0,0,0,-0.190226204273843,NA
CN14-098,2014,Male,A,32,0,1,1,0.0988173272051659,NA
CN14-092,2014,Female,J,23,0,0,0,-0.768313267231862,CN12-045
CN14-093,2014,Female,J,29,0,0,0,-0.190226204273843,CN13-045
CN14-094,2014,Female,J,26,1,0,2,-0.479269735752853,CN13-044
CN14-094,2015,Female,A,37,0,1,1,0.580556546336848,CN13-044
CN14-096,2014,Male,J,30,0,0,0,-0.093878360447507,CN13-002
CN14-097,2014,Female,J,35,0,0,0,0.387860858684175,CN13-083
CN14-099,2014,Female,J,26,1,0,2,-0.479269735752853,NA
CN14-099,2015,Female,A,41,0,0,0,0.965947921642194,NA
CN14-100,2014,Male,J,28,0,0,0,-0.28657404810018,CN13-065
CN14-101,2014,Male,J,21,1,0,2,-0.961008954884535,CN13-098
CN14-101,2015,Male,A,43,0,0,0,1.15864360929487,CN13-098
CN14-102,2014,Male,J,18,0,0,0,-1.25005248636354,CN13-114
CN14-103,2014,Female,J,29,1,0,2,-0.190226204273843,CN13-057
CN14-103,2015,Female,A,34,0,0,0,0.291513014857839,CN13-057
CN14-104,2014,Female,J,27,1,0,2,-0.382921891926516,CN13-112
CN14-104,2015,Female,A,38,0,3,3,0.676904390163184,CN13-112
CN14-107,2014,Female,J,21,1,0,2,-0.961008954884535,CN13-119
CN14-107,2015,Female,A,34,0,3,3,0.291513014857839,CN13-119
CN14-108,2014,Male,J,24,0,0,0,-0.671965423405526,CN13-066
CN14-110,2014,Male,A,45,0,6,6,1.35133929694754,NA
CN15-001,2015,Male,A,45,0,3,3,1.35133929694754,CN14-030
CN15-002,2015,Female,A,51,0,1,1,1.92942635990556,CN13-044
CN15-003,2015,Female,A,36,0,1,1,0.484208702510512,CN13-074
CN15-004,2015,Female,A,48,0,2,2,1.64038282842655,CN12-045
CN15-005,2015,Female,A,40,0,0,0,0.869600077815857,NA
CN15-006,2015,Female,A,32,0,4,4,0.0988173272051659,CN13-048
CN15-007,2015,Female,A,41,0,0,0,0.965947921642194,CN14-003
CN15-008,2015,Female,A,37,0,2,2,0.580556546336848,CN14-002
CN15-009,2015,Male,A,40,0,3,3,0.869600077815857,NA
CN15-010,2015,Male,A,45,0,0,0,1.35133929694754,CN14-F2
CN15-012,2015,Female,A,36,0,3,3,0.484208702510512,CN13-112
CN15-013,2015,Male,A,38,0,1,1,0.676904390163184,CN13-057
CN15-014,2015,Female,A,42,0,0,0,1.06229576546853,CN13-065
CN15-016,2015,Female,A,49,0,0,0,1.73673067225289,CN13-119
CN15-017,2015,Male,J,16,0,0,0,-1.44274817401622,CN14-074
CN15-019,2015,Female,A,53,0,0,0,2.12212204755823,CN14-F2
CN15-020,2015,Male,A,42,0,0,0,1.06229576546853,CN14-002
CN15-022,2015,Male,J,12,0,0,0,-1.82813954932156,CN13-016
CN15-023,2015,Male,A,52,0,0,0,2.02577420373189,NA
CN15-024,2015,Female,A,42,0,0,0,1.06229576546853,CN14-075
CN15-025,2015,Female,J,19,0,0,0,-1.15370464253721,CN14-087
CN15-026,2015,Male,J,21,0,0,0,-0.961008954884535,CN13-066
CN15-027,2015,Male,J,20,0,0,0,-1.05735679871087,CN14-107
CN15-028,2015,Male,A,40,0,3,3,0.869600077815857,NA
CN15-029,2015,Male,J,27,0,0,0,-0.382921891926516,CN14-028
CN15-030,2015,Male,J,26.5,0,0,0,-0.431095813839685,CN15-006
CN15-032,2015,Female,J,17,0,0,0,-1.34640033018988,CN15-002
CN15-033,2015,Male,A,50,0,2,2,1.83307851607922,CN14-F2
CN15-034,2015,Male,J,22,0,0,0,-0.864661111058199,CN15-079
CN15-035,2015,Male,J,27,0,0,0,-0.382921891926516,CN15-008
CN15-036,2015,Female,A,36,0,2,2,0.484208702510512,CN14-004
CN15-037,2015,Male,J,22,0,0,0,-0.864661111058199,CN14-056
CN15-038,2015,Female,J,22,0,0,0,-0.864661111058199,CN15-036
CN15-039,2015,Female,J,19,0,0,0,-1.15370464253721,CN14-056
CN15-040,2015,Female,A,35,0,1,1,0.387860858684175,CN13-048
CN15-041,2015,Female,J,23,0,0,0,-0.768313267231862,CN15-079
CN15-042,2015,Male,J,26,0,0,0,-0.479269735752853,CN15-006
CN15-043,2015,Male,J,15,0,0,0,-1.53909601784255,CN15-006
CN15-044,2015,Male,J,16,0,0,0,-1.44274817401622,CN15-006
CN15-045,2015,Male,J,26,0,0,0,-0.479269735752853,CN14-061
CN15-046,2015,Female,J,27,0,0,0,-0.382921891926516,CN14-097
CN15-047,2015,Male,J,28,0,0,0,-0.28657404810018,CN15-050
CN15-048,2015,Female,J,15,0,0,0,-1.53909601784255,CN14-097
CN15-049,2015,Male,A,34,0,1,1,0.291513014857839,CN14-021
CN15-050,2015,Female,A,31,0,2,2,0.00246948337882945,CN13-111
CN15-051,2015,Female,J,18,0,0,0,-1.25005248636354,CN15-F2
CN15-052,2015,Female,J,16,0,0,0,-1.44274817401622,CN15-F2
CN15-053,2015,Male,A,36,0,5,5,0.484208702510512,NA
CN15-054,2015,Female,J,20,0,0,0,-1.05735679871087,CN15-004
CN15-055,2015,Female,J,17,0,0,0,-1.34640033018988,CN15-004
CN15-056,2015,Female,J,20,0,0,0,-1.05735679871087,CN15-040
CN15-057,2015,Female,J,18,0,0,0,-1.25005248636354,CN14-032
CN15-058,2015,Female,J,11,0,0,0,-1.9244873931479,CN15-036
CN15-059,2015,Male,J,20,0,0,0,-1.05735679871087,NA
CN15-060,2015,Male,J,21,0,0,0,-0.961008954884535,CN14-003
CN15-061,2015,Male,J,26,0,0,0,-0.479269735752853,CN15-012
CN15-062,2015,Male,J,17,0,0,0,-1.34640033018988,CN14-104
CN15-063,2015,Female,J,15,0,0,0,-1.53909601784255,CN14-104
CN15-064,2015,Male,J,23,0,0,0,-0.768313267231862,CN14-107
CN15-065,2015,Male,J,22,0,0,0,-0.864661111058199,CN14-074
CN15-066,2015,Male,A,44,0,1,1,1.2549914531212,NA
CN15-067,2015,Male,J,27,0,0,0,-0.382921891926516,CN14-024
CN15-068,2015,Female,J,22,0,0,0,-0.864661111058199,CN14-024
CN15-069,2015,Male,A,40,0,1,1,0.869600077815857,CN13-045
CN15-070,2015,Male,J,24,0,0,0,-0.671965423405526,CN14-080
CN15-071,2015,Female,J,26,0,0,0,-0.479269735752853,CN13-016
CN15-072,2015,Female,J,23,0,0,0,-0.768313267231862,CN14-107
CN15-073,2015,Female,J,21,0,0,0,-0.961008954884535,CN14-082
CN15-074,2015,Female,J,23,0,0,0,-0.768313267231862,CN13-098
CN15-075,2015,Male,J,22,0,0,0,-0.864661111058199,NA
CN15-076,2015,Female,J,21,0,0,0,-0.961008954884535,CN14-087
CN15-077,2015,Female,J,22,0,0,0,-0.864661111058199,CN14-090
CN15-078,2015,Male,J,29,0,0,0,-0.190226204273843,CN15-079
CN15-079,2015,Female,A,40,0,0,0,0.869600077815857,NA
CN15-080,2015,Female,J,23,0,0,0,-0.768313267231862,CN14-094
CN15-081,2015,Female,J,23,0,0,0,-0.768313267231862,CN15-003
CN15-082,2015,Male,J,34,0,0,0,0.291513014857839,NA
CN15-083,2015,Female,J,29,0,0,0,-0.190226204273843,CN15-008
CN15-084,2015,Female,J,30,0,0,0,-0.093878360447507,CN14-055
CN15-085,2015,Male,J,23,0,0,0,-0.768313267231862,CN15-012
CN15-086,2015,Female,J,27,0,0,0,-0.382921891926516,CN14-104
CN15-087,2015,Male,J,28,0,0,0,-0.28657404810018,CN15-050
CN15-088,2015,Male,J,30,0,0,0,-0.093878360447507,CN15-012
CN15-090,2015,Female,J,23,0,0,0,-0.768313267231862,CN14-074
CN15-091,2015,Female,J,21,0,0,0,-0.961008954884535,CN14-074
CN15-094,2015,Male,J,32,0,0,0,0.0988173272051659,CN15-F2
